scope,county,department,category,fiscal_year,method,score,pct_change,amount,prev_amount,note,script_line
timeseries_annual,"Pike County, IN",PIKE COUNTY,ELECTION/REGISTRATION,2023,robust_z|pct_change,0.29020581011264507,-13.997382379279465,62425.0,72585.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / ELECTION/REGISTRATION in 2023 → $62,425 (-14% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,TOTAL,2023,robust_z|pct_change,0.27949850615839505,16.62551073286111,16449430.0,14104487.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / TOTAL in 2023 → $16,449,430 (17% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,PARK & RECREATION,2023,robust_z|pct_change,0.206658406420652,14.48096643794589,638339.0,557594.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / PARK & RECREATION in 2023 → $638,339 (14% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,CUMULATIVE CAPITAL DEVELOPMENT,2023,robust_z|pct_change,0.13692245390315355,175.58462257151493,200576.0,72782.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / CUMULATIVE CAPITAL DEVELOPMENT in 2023 → $200,576 (176% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,LOCAL ROAD & STREET,2023,robust_z|pct_change,0.0,12.5,225000.0,200000.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / LOCAL ROAD & STREET in 2023 → $225,000 (12% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Pike County, IN",PIKE COUNTY,,2023,ECOD,0.0,,32898860.0,,Statistical outlier vs peers (ECOD),"Pike County, IN: PIKE COUNTY in 2023 → $32,898,860 — flagged by ECOD (Statistical outlier vs peers (ECOD))"
timeseries_annual,"Pike County, IN",PIKE COUNTY,ELECTION/REGISTRATION,2024,robust_z|pct_change,1.058794189887355,37.827793352022425,86039.0,62425.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / ELECTION/REGISTRATION in 2024 → $86,039 (38% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,ECONOMIC DEV INCOME TAX CEDIT,2024,robust_z|pct_change,0.543936176965509,-20.373400087025935,1570098.0,1971826.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / ECONOMIC DEV INCOME TAX CEDIT in 2024 → $1,570,098 (-20% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,Plat Book,2024,robust_z|pct_change,0.5142193298969072,14.399766332392172,11750.0,10271.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / Plat Book in 2024 → $11,750 (14% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Pike County, IN",PIKE COUNTY,,2024,IsolationForest,0.5,,35529640.0,,Cross-sectional anomaly vs peers (totals + mix),"Pike County, IN: PIKE COUNTY in 2024 → $35,529,640 — flagged by IsolationForest (Cross-sectional anomaly vs peers (totals + mix))"
timeseries_annual,"Pike County, IN",PIKE COUNTY,GENERAL,2024,robust_z|pct_change,0.4769680174606968,12.702120624529126,8296366.0,7361322.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / GENERAL in 2024 → $8,296,366 (13% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Pike County, IN",PIKE COUNTY,,2024,ECOD,0.0,,35529640.0,,Statistical outlier vs peers (ECOD),"Pike County, IN: PIKE COUNTY in 2024 → $35,529,640 — flagged by ECOD (Statistical outlier vs peers (ECOD))"
timeseries_annual,"Pike County, IN",PIKE COUNTY,ELECTION/REGISTRATION,2025,robust_z|pct_change,2.2782298636402136,-67.89246736944874,27625.0,86039.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / ELECTION/REGISTRATION in 2025 → $27,625 (-68% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,CUMULATIVE CAPITAL DEVELOPMENT,2025,robust_z|pct_change,1.2120775460968465,17.61904761904762,247000.0,210000.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / CUMULATIVE CAPITAL DEVELOPMENT in 2025 → $247,000 (18% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,PARK & RECREATION,2025,robust_z|pct_change,1.142341593579348,11.232815119419474,747113.0,671666.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / PARK & RECREATION in 2025 → $747,113 (11% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,TOTAL,2025,robust_z|pct_change,1.069501493841605,10.46436721565431,19623796.0,17764820.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / TOTAL in 2025 → $19,623,796 (10% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Pike County, IN",PIKE COUNTY,ECONOMIC DEV INCOME TAX CEDIT,2025,robust_z|pct_change,0.543936176965509,20.633425429495485,1894063.0,1570098.0,Annual spike vs history,"Pike County, IN: PIKE COUNTY / ECONOMIC DEV INCOME TAX CEDIT in 2025 → $1,894,063 (21% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Pike County, IN",PIKE COUNTY,,2025,IsolationForest,0.5,,39247592.0,,Cross-sectional anomaly vs peers (totals + mix),"Pike County, IN: PIKE COUNTY in 2025 → $39,247,592 — flagged by IsolationForest (Cross-sectional anomaly vs peers (totals + mix))"
crosssection_year,"Pike County, IN",PIKE COUNTY,,2025,ECOD,0.0,,39247592.0,,Statistical outlier vs peers (ECOD),"Pike County, IN: PIKE COUNTY in 2025 → $39,247,592 — flagged by ECOD (Statistical outlier vs peers (ECOD))"
