scope,county,department,category,fiscal_year,method,score,pct_change,amount,prev_amount,note,script_line
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,HIGHWAY,2024,robust_z|pct_change,0.6030463749545354,17.41026993171551,6452326.0,5495538.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / HIGHWAY in 2024 → $6,452,326 (17% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,EMERGENCY TELEPHONE SYSTEM,2024,robust_z|pct_change,0.5825048489369639,8.31928137651822,2140389.0,1976000.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / EMERGENCY TELEPHONE SYSTEM in 2024 → $2,140,389 (8% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Auditor Plat Book Fund,2024,robust_z|pct_change,0.5272466280784143,58.2336669107477,116691.0,73746.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Auditor Plat Book Fund in 2024 → $116,691 (58% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,CUMULATIVE BRIDGE,2024,robust_z|pct_change,0.5094742316341829,16.526726469825274,2699718.0,2316823.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / CUMULATIVE BRIDGE in 2024 → $2,699,718 (17% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Vanderburgh County, IN",VANDERBURGH COUNTY,,2024,IsolationForest,0.5,,247130694.0,,Cross-sectional anomaly vs peers (totals + mix),"Vanderburgh County, IN: VANDERBURGH COUNTY in 2024 → $247,130,694 — flagged by IsolationForest (Cross-sectional anomaly vs peers (totals + mix))"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,LOCAL ROAD & STREET,2024,robust_z|pct_change,0.4977756917200235,30.312675245153763,2149475.0,1649475.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / LOCAL ROAD & STREET in 2024 → $2,149,475 (30% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,CUMULATIVE CAPITAL DEVELOPMENT,2024,robust_z|pct_change,0.4921008317197156,16.342756183745582,1317000.0,1132000.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / CUMULATIVE CAPITAL DEVELOPMENT in 2024 → $1,317,000 (16% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,CASINO/RIVERBOAT,2024,robust_z|pct_change,0.43912993334961786,9.991847664385599,1848413.0,1680500.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / CASINO/RIVERBOAT in 2024 → $1,848,413 (10% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,TOTAL,2024,robust_z|pct_change,0.4257187835340692,10.98059579810223,123565347.0,111339596.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / TOTAL in 2024 → $123,565,347 (11% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Local Drug Free Community,2024,robust_z|pct_change,0.11838301981860933,-9.5264,113092.0,125000.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Local Drug Free Community in 2024 → $113,092 (-10% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Vanderburgh County, IN",VANDERBURGH COUNTY,,2024,ECOD,0.0,,247130694.0,,Statistical outlier vs peers (ECOD),"Vanderburgh County, IN: VANDERBURGH COUNTY in 2024 → $247,130,694 — flagged by ECOD (Statistical outlier vs peers (ECOD))"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,LIT Public Safety,2025,robust_z|pct_change,18.152860295513392,41.94396954378638,6109849.0,4304409.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / LIT Public Safety in 2025 → $6,109,849 (42% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Convention Center Operating Fund,2025,robust_z|pct_change,4.894093562528842,26.485840661017743,1645152.0,1300661.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Convention Center Operating Fund in 2025 → $1,645,152 (26% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,CUMULATIVE CAPITAL DEVELOPMENT,2025,robust_z|pct_change,2.596744268863553,30.03864844343204,1712609.0,1317000.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / CUMULATIVE CAPITAL DEVELOPMENT in 2025 → $1,712,609 (30% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,CASINO/RIVERBOAT,2025,robust_z|pct_change,2.4528516146917756,20.82867843928819,2233413.0,1848413.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / CASINO/RIVERBOAT in 2025 → $2,233,413 (21% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Surveyor Corner Perpetuation,2025,robust_z|pct_change,2.3999214399363566,-29.419885835656444,132920.0,188325.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Surveyor Corner Perpetuation in 2025 → $132,920 (-29% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,TOTAL,2025,robust_z|pct_change,1.3501775580987025,10.74270361576373,136839606.0,123565347.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / TOTAL in 2025 → $136,839,606 (11% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,LOCAL ROAD & STREET,2025,robust_z|pct_change,0.8512243082799764,8.258481722281022,2326989.0,2149475.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / LOCAL ROAD & STREET in 2025 → $2,326,989 (8% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Auditor Plat Book Fund,2025,robust_z|pct_change,0.8217533719215857,10.27842764223462,128685.0,116691.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Auditor Plat Book Fund in 2025 → $128,685 (10% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
timeseries_annual,"Vanderburgh County, IN",VANDERBURGH COUNTY,Prosecutor Pre-Trial Diversion,2025,robust_z|pct_change,0.6182867156992278,96.46377259385139,127171.0,64730.0,Annual spike vs history,"Vanderburgh County, IN: VANDERBURGH COUNTY / Prosecutor Pre-Trial Diversion in 2025 → $127,171 (96% YoY) — flagged by robust_z|pct_change (Annual spike vs history)"
crosssection_year,"Vanderburgh County, IN",VANDERBURGH COUNTY,,2025,IsolationForest,0.5,,273679212.0,,Cross-sectional anomaly vs peers (totals + mix),"Vanderburgh County, IN: VANDERBURGH COUNTY in 2025 → $273,679,212 — flagged by IsolationForest (Cross-sectional anomaly vs peers (totals + mix))"
crosssection_year,"Vanderburgh County, IN",VANDERBURGH COUNTY,,2025,ECOD,0.0,,273679212.0,,Statistical outlier vs peers (ECOD),"Vanderburgh County, IN: VANDERBURGH COUNTY in 2025 → $273,679,212 — flagged by ECOD (Statistical outlier vs peers (ECOD))"
